id,buggy_code,fixed_code,commit_message,commit_url,date
771,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 771","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 771",Added missing parentheses for print function,https://github.com/open-source-repo/commit/ffd5c6952c1c3dd5e926c77690a3b081a1e33af5,2023-08-06
772,"if x = 5:
    print('x is 5')
# Sample ID: 772","if x == 5:
    print('x is 5')
# Sample ID: 772",Improved readability with proper indentation,https://github.com/open-source-repo/commit/ee4ff9bc9c6ae4ae91c8e30d68c0278acb634088,2025-01-30
773,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 773","def greet(name):
    print('Hello, ' + name)
# Sample ID: 773",Minor syntax corrections,https://github.com/open-source-repo/commit/74d821b0c5b43fcb65a953a9582d1cd580a06178,2023-11-27
774,"for i in range(10):
print(i)
# Sample ID: 774","for i in range(10):
    print(i)
# Sample ID: 774",Corrected conditional operator mistake,https://github.com/open-source-repo/commit/4cdcb47a5e58858950d2d6ce4e3bdf4355d50299,2024-09-16
775,"if x = 5:
    print('x is 5')
# Sample ID: 775","if x == 5:
    print('x is 5')
# Sample ID: 775",Minor syntax corrections,https://github.com/open-source-repo/commit/db39d98f1004b0194975719537065d95bb532a4a,2024-02-05
776,"for i in range(10):
print(i)
# Sample ID: 776","for i in range(10):
    print(i)
# Sample ID: 776",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/7fe53393abd35a959cbecf444502627696c71b28,2023-12-17
777,"x = [1, 2, 3]
print x
# Sample ID: 777","x = [1, 2, 3]
print(x)
# Sample ID: 777",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/56a76cdb97954e7ccfeff4d9d29f376a26bf2c41,2025-05-05
778,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 778","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 778",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/790981cfdd84ed7f258dacad5981ec55a13dcb9e,2024-08-18
779,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 779","def greet(name):
    print('Hello, ' + name)
# Sample ID: 779",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/716ef1ba7448431aceed4785781c586d11fe5d86,2023-09-14
780,"if x = 5:
    print('x is 5')
# Sample ID: 780","if x == 5:
    print('x is 5')
# Sample ID: 780",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/0fda71612775d2feeb98c4f9d89cf0e737b64476,2023-12-21
781,"x = [1, 2, 3]
print x
# Sample ID: 781","x = [1, 2, 3]
print(x)
# Sample ID: 781",Corrected conditional operator mistake,https://github.com/open-source-repo/commit/881a0573e0af7c77d63f4c337647183d6fd58f04,2023-08-10
782,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 782","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 782",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/e1a938124252de3af7340f70dd1160573b61f29c,2023-08-23
783,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 783","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 783",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/1e4cbd349b0323fb57069110e115a0aac4b79c08,2023-11-14
784,"def foo()
    print('Missing colon in function definition')
# Sample ID: 784","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 784",Improved readability with proper indentation,https://github.com/open-source-repo/commit/c36ff00112b05fd265a9bbdab81751b30672995f,2025-06-01
785,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 785","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 785",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/1dee5b591253e7e2729a88474d982579e8f3a7ea,2024-09-01
786,"x = [1, 2, 3]
print x
# Sample ID: 786","x = [1, 2, 3]
print(x)
# Sample ID: 786",Improved readability with proper indentation,https://github.com/open-source-repo/commit/26909cbda590b278fa2bc8a1ace7a88389bddfba,2025-04-06
787,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 787","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 787",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/cf2823b2405150a86109d5ac4cadefe7e6591072,2024-02-20
788,"x = [1, 2, 3]
print x
# Sample ID: 788","x = [1, 2, 3]
print(x)
# Sample ID: 788",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/c61b8bbb2ea18f24cb623660a041a00ffd164700,2025-06-11
789,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 789","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 789",Added missing parentheses for print function,https://github.com/open-source-repo/commit/b65fd3e7f1b05ea9176b313333fe8cd9cc918297,2025-01-18
790,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 790","def greet(name):
    print('Hello, ' + name)
# Sample ID: 790",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/32977ace24f7fba813699d848261c08323781dff,2023-11-21
791,"while True
    do_something()
# Sample ID: 791","while True:
    do_something()
# Sample ID: 791",Improved readability with proper indentation,https://github.com/open-source-repo/commit/81902a87cd3f23e95c796a48aeec28041e327d99,2025-03-02
792,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 792","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 792",Improved readability with proper indentation,https://github.com/open-source-repo/commit/5ff46162ed0b7c1b678ad926db541a78bf5272d6,2024-02-13
793,"def foo()
    print('Missing colon in function definition')
# Sample ID: 793","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 793",Added missing parentheses for print function,https://github.com/open-source-repo/commit/1b242ae057bc7e594347ceb31acfd7d4f3b09dc1,2024-04-12
794,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 794","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 794",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/4cb03972bb776edafb81b0db88cf6a8424bff997,2023-11-20
795,"if x = 5:
    print('x is 5')
# Sample ID: 795","if x == 5:
    print('x is 5')
# Sample ID: 795",Improved readability with proper indentation,https://github.com/open-source-repo/commit/f0a64e3c29e7a8bf82ccfa15f36892b0488175e7,2023-10-15
796,"while True
    do_something()
# Sample ID: 796","while True:
    do_something()
# Sample ID: 796",Added missing parentheses for print function,https://github.com/open-source-repo/commit/20f6b1fe11c45fcb4a99c4c30fb2c2689b6383df,2024-08-09
797,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 797","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 797",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/b229f243e31aa561d9b11a1e7fec63e2f6c7ba9f,2025-04-13
798,"def foo()
    print('Missing colon in function definition')
# Sample ID: 798","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 798",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/e9a9558b1a773c225619a940a8805331aada39c1,2023-10-12
799,"for i in range(10):
print(i)
# Sample ID: 799","for i in range(10):
    print(i)
# Sample ID: 799",Minor syntax corrections,https://github.com/open-source-repo/commit/fe9dbd555627852fbb449126bb0118c85ba02373,2023-08-11
800,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 800","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 800",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/699607cb35f3abb5f3653e8819874a31d7431134,2024-03-14
801,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 801","def greet(name):
    print('Hello, ' + name)
# Sample ID: 801",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/98e5b2ed4b3c50fa26bc94527875f79919b67884,2025-05-11
802,"def foo()
    print('Missing colon in function definition')
# Sample ID: 802","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 802",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/7df7459fe56f863ae8dd55df76d406f3b0b2a63d,2025-05-04
803,"def foo()
    print('Missing colon in function definition')
# Sample ID: 803","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 803",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/7185fca77a2fd1b834f0098567f9a1d6c9989a76,2024-06-17
804,"if x = 5:
    print('x is 5')
# Sample ID: 804","if x == 5:
    print('x is 5')
# Sample ID: 804",Added missing parentheses for print function,https://github.com/open-source-repo/commit/a3f63c39458629275e18067183085137bb8c7dd8,2024-02-07
805,"x = [1, 2, 3]
print x
# Sample ID: 805","x = [1, 2, 3]
print(x)
# Sample ID: 805",Corrected conditional operator mistake,https://github.com/open-source-repo/commit/6ea5245152a1004088eed0dbc85dd3ff0963207c,2024-03-23
806,"def add(a, b)
    return a + b
# Sample ID: 806","def add(a, b):
    return a + b
# Sample ID: 806",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/c0470329de15002a796136b956a05f62b6ad312e,2024-11-14
807,"while True
    do_something()
# Sample ID: 807","while True:
    do_something()
# Sample ID: 807",Minor syntax corrections,https://github.com/open-source-repo/commit/442ddc092d7a0a90c9e7ec56a271a6a5ed735870,2024-07-21
808,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 808","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 808",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/fe05fababa036bb7e7b1d84a72ce9a08d05f2462,2024-11-10
809,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 809","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 809",Minor syntax corrections,https://github.com/open-source-repo/commit/fb5cdebf7edccbb64e17e52084b0ff9a1d8fd736,2025-03-17
810,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 810","def greet(name):
    print('Hello, ' + name)
# Sample ID: 810",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/7ffe260161cdd3489029a5526f291bb1c6a06c79,2024-10-05
811,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 811","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 811",Added missing parentheses for print function,https://github.com/open-source-repo/commit/f04975863d3c77e23b06d3434654491e5770b293,2024-07-10
812,"x = [1, 2, 3]
print x
# Sample ID: 812","x = [1, 2, 3]
print(x)
# Sample ID: 812",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/c2a94f4487f7aed7dc0bc730ede574ab9eb848b9,2024-09-01
813,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 813","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 813",Improved readability with proper indentation,https://github.com/open-source-repo/commit/18b9c17c73588ab4d2b8ab5d847d8078090e7fdd,2025-01-08
814,"for i in range(10):
print(i)
# Sample ID: 814","for i in range(10):
    print(i)
# Sample ID: 814",Minor syntax corrections,https://github.com/open-source-repo/commit/921917c63a32a3787b9a7cf4910b7e4667b56192,2025-01-30
815,"x = [1, 2, 3]
print x
# Sample ID: 815","x = [1, 2, 3]
print(x)
# Sample ID: 815",Updated function definition to include colon,https://github.com/open-source-repo/commit/07f4ebf197ffd8090907e4a74e51ce4c60761001,2024-05-29
816,"for i in range(10):
print(i)
# Sample ID: 816","for i in range(10):
    print(i)
# Sample ID: 816",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/eacf32b0a7a571b8a9c1d4b5b1407037cd795eff,2023-10-06
817,"def add(a, b)
    return a + b
# Sample ID: 817","def add(a, b):
    return a + b
# Sample ID: 817",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/40308523d43bf0ac49091c31767f9a9bcfdc2881,2024-02-20
818,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 818","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 818",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/f4204983f4dd30b1b84ed1934de9c60c89470e5e,2024-01-19
819,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 819","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 819",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/7561f77106d62727542bdcc6e19e9dd785112ce6,2024-01-30
820,"while True
    do_something()
# Sample ID: 820","while True:
    do_something()
# Sample ID: 820",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/a9f9ec24b415354fdf6d0612e47903845b6fab45,2025-01-27
821,"def foo()
    print('Missing colon in function definition')
# Sample ID: 821","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 821",Updated function definition to include colon,https://github.com/open-source-repo/commit/d3f26e383832b510b981ec5381895e0fedff873b,2024-07-22
822,"while True
    do_something()
# Sample ID: 822","while True:
    do_something()
# Sample ID: 822",Updated function definition to include colon,https://github.com/open-source-repo/commit/f7f997bd8a721175b6917cf23895b50f8d9d6cf6,2024-03-10
823,"for i in range(10):
print(i)
# Sample ID: 823","for i in range(10):
    print(i)
# Sample ID: 823",Improved readability with proper indentation,https://github.com/open-source-repo/commit/97dc1e20c5fcb747936ef2096ab6d8254385690e,2024-09-02
824,"if x = 5:
    print('x is 5')
# Sample ID: 824","if x == 5:
    print('x is 5')
# Sample ID: 824",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/30fb203842d3b49f50ab13a5a16e201b8ce9c48d,2025-01-09
825,"if x = 5:
    print('x is 5')
# Sample ID: 825","if x == 5:
    print('x is 5')
# Sample ID: 825",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/9d0c8eb8fab81b899f2d247aa7defa2c65f8bb63,2025-06-14
826,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 826","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 826",Improved readability with proper indentation,https://github.com/open-source-repo/commit/46f650b6dd6f843499c0b35b66f5db787f62ffff,2025-06-29
827,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 827","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 827",Minor syntax corrections,https://github.com/open-source-repo/commit/f07ed9c3d95711dc302eb57b4328c94ffed90cd5,2025-03-22
828,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 828","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 828",Minor syntax corrections,https://github.com/open-source-repo/commit/af81c762c1448782ca1589d77d4a1c0880ddef9b,2024-02-05
829,"for i in range(10):
print(i)
# Sample ID: 829","for i in range(10):
    print(i)
# Sample ID: 829",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/e9af82ec3976f979c83c5dcf5f5c32c95961da7a,2025-01-27
830,"for i in range(10):
print(i)
# Sample ID: 830","for i in range(10):
    print(i)
# Sample ID: 830",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/d0bbb2903cf975afb23ce5c20dbdc2ee67c71ab8,2023-08-21
831,"for i in range(10):
print(i)
# Sample ID: 831","for i in range(10):
    print(i)
# Sample ID: 831",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/cefa1e90a20c49b3a651db975e0badd6430a4149,2023-08-31
832,"def add(a, b)
    return a + b
# Sample ID: 832","def add(a, b):
    return a + b
# Sample ID: 832",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/daef579d8965ce43a14e13478dbb105bf651481f,2023-08-03
833,"if x = 5:
    print('x is 5')
# Sample ID: 833","if x == 5:
    print('x is 5')
# Sample ID: 833",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/3b68ae9e8e16a3ba336562e831202012affe6ce5,2024-09-11
834,"def foo()
    print('Missing colon in function definition')
# Sample ID: 834","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 834",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/fb54dcd79c53e8450007746bf566ee1f62de17d4,2025-03-20
835,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 835","def greet(name):
    print('Hello, ' + name)
# Sample ID: 835",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/84bc703d568a8a52daddee6a0c0d8082954a93de,2023-10-29
836,"if x = 5:
    print('x is 5')
# Sample ID: 836","if x == 5:
    print('x is 5')
# Sample ID: 836",Improved readability with proper indentation,https://github.com/open-source-repo/commit/7b0a388439eceffd67e697473f26a609ff28c548,2023-10-16
837,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 837","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 837",Improved readability with proper indentation,https://github.com/open-source-repo/commit/e4f01edaa5fbd52a095d041dddcf019405c9cc49,2024-01-29
838,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 838","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 838",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/447ad42a297c72ac43a24519bb3311f9fe2c9ecc,2024-12-17
839,"def foo()
    print('Missing colon in function definition')
# Sample ID: 839","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 839",Corrected conditional operator mistake,https://github.com/open-source-repo/commit/816a2433584f5e192cfd2516c4f312a76ac44883,2025-07-24
840,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 840","def greet(name):
    print('Hello, ' + name)
# Sample ID: 840",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/73a049e45947774ed5add5bed349bb6df62d9896,2025-06-03
841,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 841","def greet(name):
    print('Hello, ' + name)
# Sample ID: 841",Corrected conditional operator mistake,https://github.com/open-source-repo/commit/2be68731a6134ac85404b31bcc6594fc0331f13a,2024-12-20
842,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 842","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 842",Improved readability with proper indentation,https://github.com/open-source-repo/commit/bf26739dff011e6235298af2f93ab7b41a6888ab,2023-10-13
843,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 843","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 843",Corrected conditional operator mistake,https://github.com/open-source-repo/commit/12082238784a99745aa0b205e94c9b3bd9857385,2024-12-20
844,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 844","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 844",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/ff314097b9cbdc6c3d13e182b536122fce4c97cc,2025-01-17
845,"x = [1, 2, 3]
print x
# Sample ID: 845","x = [1, 2, 3]
print(x)
# Sample ID: 845",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/be2b5a4482aa0b7a597aed4e49f10986c4188750,2025-07-15
846,"def foo()
    print('Missing colon in function definition')
# Sample ID: 846","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 846",Minor syntax corrections,https://github.com/open-source-repo/commit/fd53bb9e3e62381a0aff639f46493391954d95f2,2024-05-04
847,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 847","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 847",Improved readability with proper indentation,https://github.com/open-source-repo/commit/8a5a8aaa257c361f3fff6603db4c8ca5e5449810,2025-04-05
848,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 848","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 848",Corrected conditional operator mistake,https://github.com/open-source-repo/commit/7c41731a77a3c131b03c90bfa3a9b9b8d2e139a0,2024-12-07
849,"for i in range(10):
print(i)
# Sample ID: 849","for i in range(10):
    print(i)
# Sample ID: 849",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/71b20bf1214ed470a6e9eae0091bd53989e295fb,2025-02-19
850,"def foo()
    print('Missing colon in function definition')
# Sample ID: 850","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 850",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/52a268face92abfdc42cf41e43bace86c1e49be8,2024-09-14
851,"x = [1, 2, 3]
print x
# Sample ID: 851","x = [1, 2, 3]
print(x)
# Sample ID: 851",Minor syntax corrections,https://github.com/open-source-repo/commit/7c2f54aff9f01361e0773b21bc55bed06cb81bf8,2024-06-29
852,"while True
    do_something()
# Sample ID: 852","while True:
    do_something()
# Sample ID: 852",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/5a0192f856c7fa067311ba8a3446910d8e3d07cc,2023-12-27
853,"while True
    do_something()
# Sample ID: 853","while True:
    do_something()
# Sample ID: 853",Corrected conditional operator mistake,https://github.com/open-source-repo/commit/82160121da5e46a9f63d11e82099502ed358ce59,2023-09-25
854,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 854","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 854",Minor syntax corrections,https://github.com/open-source-repo/commit/7d680a521c490be1f5be6b994429b560c0ace935,2023-11-23
855,"while True
    do_something()
# Sample ID: 855","while True:
    do_something()
# Sample ID: 855",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/cc17a307d9cf81bd6fc5fd587114b2fd17f0ce76,2024-01-12
856,"x = [1, 2, 3]
print x
# Sample ID: 856","x = [1, 2, 3]
print(x)
# Sample ID: 856",Added missing parentheses for print function,https://github.com/open-source-repo/commit/401da68408b1f69bf83afdd98d37bc305c21f51b,2024-09-28
857,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 857","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 857",Updated function definition to include colon,https://github.com/open-source-repo/commit/f61aabc654c2bf48f885124f555931308a1cfa11,2025-07-19
858,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 858","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 858",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/3b8445239a9cea2a6d8bfe168a61e4b50f18b48e,2025-05-29
859,"def foo()
    print('Missing colon in function definition')
# Sample ID: 859","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 859",Improved readability with proper indentation,https://github.com/open-source-repo/commit/61d80cfd1c29a1a3c3da7a9490c77d69405a393c,2024-01-25
860,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 860","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 860",Added missing parentheses for print function,https://github.com/open-source-repo/commit/13b3eece90e3f7f82895d46816ee2296b4b9d0c3,2024-03-22
861,"while True
    do_something()
# Sample ID: 861","while True:
    do_something()
# Sample ID: 861",Improved readability with proper indentation,https://github.com/open-source-repo/commit/064d4491558854631a90d51059c454345fa56e13,2024-05-17
862,"x = [1, 2, 3]
print x
# Sample ID: 862","x = [1, 2, 3]
print(x)
# Sample ID: 862",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/aaf6ba991dd75437ddbec3c98472845cdc83a12b,2025-06-05
863,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 863","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 863",Improved readability with proper indentation,https://github.com/open-source-repo/commit/85eb0d3f782ecfce54010a2af818182b912a2945,2025-04-19
864,"for i in range(10):
print(i)
# Sample ID: 864","for i in range(10):
    print(i)
# Sample ID: 864",Minor syntax corrections,https://github.com/open-source-repo/commit/3ea2aaf8d48ed595eef1a9a8fd393ee03e7ecb97,2024-04-16
865,"if x = 5:
    print('x is 5')
# Sample ID: 865","if x == 5:
    print('x is 5')
# Sample ID: 865",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/ca909761c2efe5711256d6bd4a6fd57013738960,2023-10-19
866,"while True
    do_something()
# Sample ID: 866","while True:
    do_something()
# Sample ID: 866",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/5dc9e508dced6c978d708214bd5a2ee2587174e4,2024-11-11
867,"for i in range(10):
print(i)
# Sample ID: 867","for i in range(10):
    print(i)
# Sample ID: 867",Improved readability with proper indentation,https://github.com/open-source-repo/commit/6a93cdf55866ca3644bdf206f6d5d1ff373c8a53,2024-08-10
868,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 868","def greet(name):
    print('Hello, ' + name)
# Sample ID: 868",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/9b609b95a4b5bbcd7a60c6eb626b6450ddb535e3,2023-12-31
869,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 869","def greet(name):
    print('Hello, ' + name)
# Sample ID: 869",Updated function definition to include colon,https://github.com/open-source-repo/commit/7ec1d660b050b89a286cc48ad00b0d0acf4fd956,2024-06-20
870,"def add(a, b)
    return a + b
# Sample ID: 870","def add(a, b):
    return a + b
# Sample ID: 870",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/254a884a949a9099ed07c69ed09ae698c283d85e,2023-08-10
871,"x = [1, 2, 3]
print x
# Sample ID: 871","x = [1, 2, 3]
print(x)
# Sample ID: 871",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/fdfc28bf6a65646b8c5824e19129d5cf0a359f4d,2024-02-22
872,"def foo()
    print('Missing colon in function definition')
# Sample ID: 872","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 872",Minor syntax corrections,https://github.com/open-source-repo/commit/f24417dfda854221072a7b0ad1763c05edcb7ea5,2023-12-16
873,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 873","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 873",Improved readability with proper indentation,https://github.com/open-source-repo/commit/9fd27cff29fd85505f5a366a21a5dda3bb7f6fc7,2023-09-10
874,"if x = 5:
    print('x is 5')
# Sample ID: 874","if x == 5:
    print('x is 5')
# Sample ID: 874",Corrected conditional operator mistake,https://github.com/open-source-repo/commit/4465f20ccd3ab3c1aeb63e52f590cd6a104b1605,2025-05-12
875,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 875","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 875",Improved readability with proper indentation,https://github.com/open-source-repo/commit/71b8b13823fb218c294605c836d16fc2c0a9a6cd,2024-05-02
876,"while True
    do_something()
# Sample ID: 876","while True:
    do_something()
# Sample ID: 876",Improved readability with proper indentation,https://github.com/open-source-repo/commit/da89810dd808665c16a6b1709551044adaecd516,2024-06-30
877,"def foo()
    print('Missing colon in function definition')
# Sample ID: 877","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 877",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/274d07380586617cc8b9d8d4bd02429f146e3ab4,2025-01-01
878,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 878","def greet(name):
    print('Hello, ' + name)
# Sample ID: 878",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/316950174b4e50b9483b44a4e254e63c242be825,2024-07-16
879,"while True
    do_something()
# Sample ID: 879","while True:
    do_something()
# Sample ID: 879",Corrected conditional operator mistake,https://github.com/open-source-repo/commit/6da894217061e24c4a40ae612d0a7b97f9e9e7a1,2024-12-04
880,"if x = 5:
    print('x is 5')
# Sample ID: 880","if x == 5:
    print('x is 5')
# Sample ID: 880",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/e23eb276a8d3a6890c53db4d49e326e75e7cabef,2023-08-15
